#ZVView-data-copy:  26-Oct-2024 12:37:40
#=======================================
#
#name:   28-NI-0(D,X)27-CO-56,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  54
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           2.3         0.62      0.00125      0.00021  # 1997,S.Takacs+           ## D4045003  #dY:16.8%  
          3.13         0.57         1e-5         6e-5  # 1997,S.Takacs+           ## D4045003  #dY:600.0% 
          3.34         0.56      0.00414      0.00046  # 1997,S.Takacs+           ## D4045003  #dY:11.1%  
          4.03         0.51      0.00144      0.00016  # 1997,S.Takacs+           ## D4045003  #dY:11.1%  
          4.21         0.51      0.00993        0.001  # 1997,S.Takacs+           ## D4045003  #dY:10.1%  
          4.82         0.46      0.00525       0.0006  # 1997,S.Takacs+           ## D4045003  #dY:11.4%  
          4.98         0.46       0.0165       0.0017  # 1997,S.Takacs+           ## D4045003  #dY:10.3%  
          5.53         0.42       0.0112       0.0012  # 1997,S.Takacs+           ## D4045003  #dY:10.7%  
          5.68         0.41       0.0219       0.0022  # 1997,S.Takacs+           ## D4045003  #dY:10.0%  
          6.19         0.37       0.0168       0.0017  # 1997,S.Takacs+           ## D4045003  #dY:10.1%  
          6.33         0.37       0.0285       0.0029  # 1997,S.Takacs+           ## D4045003  #dY:10.2%  
          6.81         0.34       0.0232       0.0024  # 1997,S.Takacs+           ## D4045003  #dY:10.3%  
          6.94         0.33       0.0339       0.0035  # 1997,S.Takacs+           ## D4045003  #dY:10.3%  
          7.39          0.3       0.0293        0.003  # 1997,S.Takacs+           ## D4045003  #dY:10.2%  
          7.51          0.3        0.039        0.004  # 1997,S.Takacs+           ## D4045003  #dY:10.3%  
          7.94         0.27       0.0338       0.0034  # 1997,S.Takacs+           ## D4045003  #dY:10.1%  
          8.06         0.27       0.0408       0.0041  # 1997,S.Takacs+           ## D4045003  #dY:10.0%  
          8.47         0.25       0.0383       0.0039  # 1997,S.Takacs+           ## D4045003  #dY:10.2%  
          8.58         0.24       0.0446       0.0045  # 1997,S.Takacs+           ## D4045003  #dY:10.1%  
          8.96         0.22       0.0417       0.0042  # 1997,S.Takacs+           ## D4045003  #dY:10.1%  
          9.08         0.22       0.0459       0.0047  # 1997,S.Takacs+           ## D4045003  #dY:10.2%  
          9.44          0.2        0.043       0.0044  # 1997,S.Takacs+           ## D4045003  #dY:10.2%  
         10.57         1.04       0.0483       0.0072  # 1997,S.Takacs+           ## D4045003  #dY:14.9%  
         11.01         0.95       0.0453       0.0068  # 1997,S.Takacs+           ## D4045003  #dY:15.0%  
         11.44         0.44       0.0439       0.0066  # 1997,S.Takacs+           ## D4045003  #dY:15.0%  
         11.85         0.78       0.0411       0.0062  # 1997,S.Takacs+           ## D4045003  #dY:15.1%  
         12.26         0.71       0.0379       0.0057  # 1997,S.Takacs+           ## D4045003  #dY:15.0%  
         12.65         0.65       0.0366       0.0055  # 1997,S.Takacs+           ## D4045003  #dY:15.0%  
         13.04         0.59       0.0335        0.005  # 1997,S.Takacs+           ## D4045003  #dY:14.9%  
         13.42         0.54       0.0324       0.0049  # 1997,S.Takacs+           ## D4045003  #dY:15.1%  
         13.79         0.49       0.0303       0.0045  # 1997,S.Takacs+           ## D4045003  #dY:14.9%  
         14.15         0.86       0.0274       0.0041  # 1997,S.Takacs+           ## D4045003  #dY:15.0%  
         14.51          0.4       0.0268        0.004  # 1997,S.Takacs+           ## D4045003  #dY:14.9%  
         14.86         0.37       0.0249       0.0037  # 1997,S.Takacs+           ## D4045003  #dY:14.9%  
         15.21         0.33       0.0225       0.0034  # 1997,S.Takacs+           ## D4045003  #dY:15.1%  
         15.55          0.3       0.0232       0.0035  # 1997,S.Takacs+           ## D4045003  #dY:15.1%  
